CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
636,Spain,Female,32,8,0.0,2,1,0,138555.46
727,France,Female,31,2,52192.08,2,0,1,160383.47
666,France,Female,27,1,85225.21,1,0,1,64511.44
562,France,Male,29,9,0.0,1,1,1,25858.68
748,Germany,Female,27,2,90971.85,1,1,1,131662.47
798,France,Male,28,3,0.0,2,1,0,2305.27
747,France,Male,49,6,202904.64,1,1,1,17298.72
630,Germany,Female,25,7,79656.81,1,1,0,93524.22
559,France,Male,50,5,162702.35,1,0,0,150548.5
640,Germany,Male,23,3,72012.76,1,1,0,161333.13
580,France,Female,35,1,102097.33,1,0,1,168285.85
446,Spain,Female,45,10,125191.69,1,1,1,128260.86
620,France,Male,61,5,0.0,1,0,0,31641.52
646,France,Female,46,8,0.0,2,1,0,133059.15
596,France,Male,36,2,0.0,2,1,1,12067.39
577,France,Male,29,7,0.0,2,1,1,55473.15
434,Germany,Female,58,9,125801.03,2,1,0,60891.8
680,France,Male,34,3,143292.95,1,1,0,66526.01
729,Spain,Male,37,10,0.0,2,1,0,100862.54
678,France,Male,60,8,185648.56,1,0,0,192156.54
759,France,Female,33,9,160541.36,2,0,0,93541.14
805,Germany,Male,56,6,151802.29,1,1,0,46791.09
621,Germany,Male,40,8,174126.75,3,1,0,172490.78
718,Germany,Male,63,7,123204.88,1,1,1,100538.8
593,France,Male,50,6,171740.69,1,0,0,20893.61
695,Germany,Male,40,7,139022.24,1,0,1,193383.13
592,Germany,Male,31,7,124593.23,1,1,0,86079.67
596,Spain,Male,41,5,0.0,2,0,1,141053.85
760,France,Male,43,8,121911.59,1,1,0,193312.33
850,Spain,Male,39,6,206014.94,2,0,1,42774.84
809,Germany,Male,50,10,118098.62,1,1,1,100720.02
579,Spain,Male,56,4,99340.83,1,0,0,4523.74
570,Germany,Male,35,6,85668.59,1,1,0,105525.36
528,France,Female,36,1,156948.41,1,1,1,149912.28
657,Germany,Male,30,1,139762.13,2,1,1,23317.88
637,France,Male,36,2,152606.82,1,1,1,71692.8
528,Germany,Female,46,9,135555.66,1,1,0,133146.03
650,France,Female,43,6,0.0,2,1,1,16301.91
720,France,Male,33,9,0.0,2,1,1,142956.48
741,France,Male,37,9,105261.76,2,1,1,149503.54
751,Spain,Male,52,8,0.0,2,0,1,179291.85
736,Spain,Female,28,2,0.0,2,1,1,117431.1
687,Germany,Male,38,4,117633.28,1,0,1,88396.6
773,Germany,Male,34,10,126979.75,1,0,0,36823.28
604,Spain,Male,43,2,145081.72,1,1,1,23881.62
706,Germany,Female,46,7,111288.18,1,1,1,149170.25
678,France,Female,22,4,174852.89,1,1,1,28149.06
507,France,Male,33,7,0.0,2,1,1,85411.01
647,Germany,Male,30,6,143138.91,2,1,0,2955.46
682,France,Female,37,8,148580.12,1,1,0,35179.18
629,Spain,Male,34,8,0.0,2,1,1,180595.02
690,Spain,Female,48,2,0.0,2,1,1,3149.1
691,France,Female,44,6,134066.1,2,1,1,197572.41
653,Germany,Male,31,2,154741.45,2,0,0,25183.01
619,Germany,Female,41,8,142015.76,2,1,0,114323.66
709,Germany,Male,22,0,112949.71,1,0,0,155231.55
736,France,Male,27,5,51522.75,1,0,1,192131.77
796,Germany,Female,40,1,99745.95,1,1,0,177524.19
637,Germany,Female,39,3,109698.41,1,1,1,88391.29
775,Spain,Male,27,4,0.0,1,1,1,40807.26
707,Germany,Female,48,7,105086.74,1,1,1,180344.69
526,France,Female,36,0,0.0,2,1,0,97767.63
637,France,Female,63,5,0.0,1,1,0,28092.77
785,France,Female,34,9,70302.48,1,1,1,68600.36
813,Germany,Female,25,5,123616.43,1,0,1,132959.33
827,France,Female,60,2,0.0,2,0,1,60615.83
581,Spain,Male,30,0,53291.86,1,0,0,196582.28
681,France,Female,41,0,120549.29,2,1,0,175722.31
569,Germany,Female,42,9,146100.75,1,1,0,32574.01
579,Germany,Female,39,5,117833.3,3,0,0,5831.0
850,France,Female,46,2,157866.77,1,1,1,18986.12
673,France,Male,37,2,0.0,1,1,1,13624.02
526,Spain,Female,33,8,114634.63,2,1,0,110114.38
719,Spain,Male,35,1,100829.94,1,1,1,165008.97
678,Germany,Female,30,1,139676.95,2,0,1,16146.0
567,Spain,Male,40,4,118628.8,1,0,0,91973.63
543,Spain,Male,41,5,0.0,2,0,1,143980.29
743,Spain,Female,48,5,118207.69,2,0,0,186489.14
376,Germany,Female,29,4,115046.74,4,1,0,119346.88
573,France,Male,27,2,128243.03,1,1,1,11631.34
592,Spain,Male,37,9,0.0,3,1,1,10656.89
538,France,Male,31,1,0.0,2,1,0,1375.46
512,France,Male,36,0,129804.17,1,1,0,53020.9
686,Germany,Male,29,3,185379.02,1,1,0,64679.07
557,France,Female,32,3,123502.53,1,1,1,69826.8
654,Spain,Female,36,5,0.0,2,0,0,157238.05
639,France,Male,39,6,150555.83,1,1,0,30414.17
847,Spain,Male,31,5,0.0,2,1,1,76326.67
683,France,Male,47,1,0.0,2,1,0,148989.15
599,France,Female,41,1,0.0,2,1,0,96069.82
731,Spain,Female,37,1,128932.4,1,1,1,180712.52
569,Germany,Male,25,9,173459.45,2,1,1,44381.06
771,France,Female,57,4,0.0,1,0,0,85876.67
676,France,Male,29,4,140720.93,1,1,0,36221.18
834,Spain,Male,38,8,0.0,2,1,1,66485.26
553,Spain,Male,41,6,144974.55,1,1,1,19344.92
705,France,Male,38,1,189443.72,1,0,1,106648.58
660,Germany,Male,24,5,85089.3,1,1,1,71638.0
790,Spain,Female,46,9,0.0,1,0,0,14679.81
581,Spain,Female,43,4,170172.9,1,0,1,100236.02
808,France,Male,41,0,0.0,1,1,1,79888.78
844,France,Male,18,2,160980.03,1,0,0,145936.28
809,France,Male,43,2,0.0,2,1,1,132908.07
805,Germany,Female,33,3,105663.56,2,0,1,33330.89
829,Germany,Male,28,3,132405.52,3,1,0,104889.2
609,Spain,Male,39,2,139443.75,2,1,0,9234.06
527,Spain,Male,37,5,93722.73,2,1,1,139093.73
767,Germany,Female,35,6,132253.22,1,1,0,115566.57
715,France,Female,32,10,0.0,2,1,0,60907.49
850,Germany,Male,28,2,101100.22,2,1,1,35337.31
444,France,Male,36,7,0.0,2,0,1,138743.86
672,France,Male,34,6,0.0,1,0,0,22736.06
542,France,Male,39,3,135096.77,1,1,1,14353.43
553,France,Male,38,3,99844.68,1,0,0,187915.7
585,France,Male,36,7,0.0,2,1,0,94283.09
481,Spain,Male,39,1,111233.09,1,1,1,123995.15
614,Spain,Male,36,5,0.0,2,1,0,130610.78
669,France,Female,35,7,0.0,1,1,1,49108.23
711,France,Female,41,3,145754.91,1,1,1,101455.07
566,Germany,Male,65,4,120100.41,1,1,0,107563.16
721,Germany,Male,37,3,107720.64,1,1,1,158591.12
639,France,Female,31,3,98360.03,1,0,0,20973.8
646,France,Male,18,10,0.0,2,0,1,52795.15
458,Spain,Female,35,5,166492.48,1,1,0,135287.74
759,France,Female,31,1,109848.6,1,1,1,42012.55
620,Spain,Male,21,9,0.0,2,0,0,154882.79
481,France,Female,34,5,0.0,2,1,1,125253.46
696,Germany,Male,43,4,114091.38,1,0,1,159888.1
492,France,Female,28,9,0.0,2,1,0,95957.09
587,Germany,Male,40,5,138241.9,2,1,0,159418.1
684,Spain,Female,38,3,134168.5,3,1,0,3966.5
551,Spain,Male,49,1,150777.72,2,1,1,135757.27
765,France,Male,42,4,123311.39,2,1,1,82868.34
638,France,Female,43,3,145860.98,1,1,1,142763.51
616,France,Male,46,2,0.0,2,1,0,137136.46
846,Spain,Male,61,0,0.0,2,1,1,96202.44
679,France,Male,41,8,147726.98,3,1,0,172749.4
679,France,Female,44,3,118742.74,2,1,0,1568.91
602,Germany,Male,38,2,71667.97,2,0,0,137111.89
666,Germany,Female,21,1,121827.43,2,1,1,99818.31
794,France,Male,33,0,0.0,2,0,0,178122.71
672,France,Female,28,6,0.0,1,0,1,8814.69
773,Germany,Female,42,8,152324.66,2,1,0,171733.22
702,France,Male,40,3,148556.74,1,0,1,146056.29
635,France,Male,41,4,103544.88,2,1,0,193746.55
638,Germany,Male,37,2,89728.86,2,1,1,37294.88
674,France,Male,18,7,0.0,2,1,1,55753.12
733,France,Male,42,9,150507.21,1,0,1,169964.12
679,Spain,Male,42,2,0.0,1,1,1,168294.27
795,Germany,Male,37,2,139265.63,2,1,1,198745.94
429,France,Male,60,7,0.0,2,1,1,163691.48
567,France,Female,48,3,0.0,1,1,0,55362.45
635,France,Female,47,2,125724.95,2,1,0,63236.97
712,France,Female,29,3,87375.78,2,0,0,166194.53
660,France,Female,43,1,0.0,1,0,1,112026.1
793,Spain,Female,36,0,0.0,1,0,0,148993.47
687,France,Female,24,3,110495.27,1,1,0,158615.41
769,France,Female,27,2,0.0,1,1,1,57876.05
538,Germany,Male,39,7,108055.1,2,1,0,27231.26
744,Spain,Male,44,5,120654.68,1,1,0,82290.81
601,France,Male,41,1,123971.16,1,0,1,172814.99
780,France,Female,26,3,140356.7,1,1,0,117144.15
572,Germany,Female,48,3,152827.99,1,1,0,38411.79
511,Germany,Female,41,8,153895.65,1,1,1,39087.42
679,France,Female,33,1,0.0,2,0,0,69608.48
729,Spain,Female,38,10,0.0,2,1,0,189727.12
688,Spain,Female,33,2,0.0,1,0,0,27557.18
659,France,Female,56,9,123785.24,1,1,0,99504.03
534,France,Male,62,2,0.0,2,0,0,42763.12
694,Spain,Female,37,3,0.0,2,1,1,147012.22
579,France,Female,38,4,175739.36,1,1,1,193130.55
624,France,Female,62,7,125163.62,2,1,1,151411.5
695,Germany,Female,53,8,95231.91,1,0,0,70140.8
660,Germany,Male,26,4,115021.76,1,0,1,162443.05
619,France,Female,35,8,132292.63,1,1,0,65682.93
445,Germany,Female,48,7,168286.58,1,1,0,16645.77
670,Spain,Female,57,3,175575.95,2,1,0,99061.75
645,France,Male,44,10,0.0,2,0,1,166707.22
682,France,Female,26,0,110654.02,1,0,1,111879.21
776,France,Female,31,2,0.0,2,1,1,112349.51
702,France,Female,29,6,149218.39,1,1,1,9633.01
556,Spain,Male,38,2,115463.16,1,1,0,150679.65
829,France,Male,38,9,0.0,2,1,0,30529.88
511,France,Male,45,5,68375.27,1,1,0,193160.25
706,Germany,Male,31,1,117020.08,2,1,0,54439.53
637,Spain,Female,54,5,0.0,1,0,1,150836.98
517,France,Male,41,2,0.0,2,0,1,75937.47
677,France,Female,49,3,0.0,2,1,1,187811.71
481,Spain,Female,37,8,0.0,2,1,0,44215.86
587,Germany,Female,32,3,125445.04,2,1,1,130514.78
815,France,Male,35,4,0.0,2,0,1,198490.33
697,France,Female,33,1,87347.7,1,1,0,172524.51
705,Germany,Female,31,9,110941.93,2,1,0,163484.8
699,France,Female,49,2,0.0,1,0,0,105760.01
652,France,Female,40,4,79927.36,2,1,1,33524.6
607,France,Male,31,8,0.0,2,1,1,43196.5
781,France,Male,33,3,89276.48,1,1,0,6959.0
619,France,Female,28,3,0.0,2,1,0,53394.12
731,Spain,Male,70,3,0.0,2,1,1,141180.66
553,Germany,Male,35,2,158584.28,2,1,0,43640.16
697,Germany,Male,29,0,172693.54,1,0,0,141798.98
850,Germany,Male,55,0,98710.89,1,1,1,83617.17
577,Germany,Female,43,3,127940.47,1,0,0,125140.72
733,Germany,Male,74,3,106545.53,1,1,1,134589.58
745,Germany,Female,44,0,119638.21,1,1,1,34265.08
704,Germany,Female,39,10,102556.18,2,1,0,171971.25
601,France,Male,39,3,72647.64,1,1,0,41777.9
643,France,Male,37,6,0.0,2,0,0,142454.77
564,Germany,Female,62,5,114931.35,3,0,1,18260.98
686,Spain,Male,45,3,74274.87,3,1,0,64907.48
678,France,Male,43,1,133237.21,1,1,0,111032.79
587,Germany,Male,33,6,132603.36,1,1,0,55775.72
556,Spain,Male,38,8,0.0,2,0,0,417.41
637,France,Male,32,5,0.0,1,0,0,148769.08
686,France,Female,31,1,0.0,2,1,0,4802.25
648,Spain,Female,43,7,81153.82,1,1,1,144532.85
632,France,Male,40,3,193354.86,2,1,0,149188.41
748,France,Male,60,0,152335.7,1,1,0,126743.33
768,Spain,Female,42,3,0.0,1,0,0,161242.99
724,Germany,Female,35,0,171982.95,2,0,1,167313.07
619,Spain,Male,46,8,62400.48,1,1,1,132498.39
771,France,Male,27,2,0.0,2,1,1,199527.34
628,Germany,Male,40,5,181768.32,2,1,1,129107.97
629,Germany,Male,40,2,121647.54,2,1,1,64849.74
750,France,Female,37,6,0.0,1,1,1,117948.0
628,Spain,Male,50,8,0.0,1,0,0,144366.83
605,Germany,Female,31,1,117992.59,1,1,1,183598.77
652,Germany,Female,45,9,110827.49,1,1,1,153383.54
484,Germany,Female,34,4,148249.54,1,0,1,33738.27
658,France,Male,25,3,0.0,2,0,1,173948.4
753,France,Female,62,6,0.0,2,1,1,136398.9
529,Spain,Female,35,5,0.0,2,1,0,56518.0
577,Spain,Male,48,6,179852.26,1,1,0,193580.32
679,France,Male,42,1,0.0,2,0,0,71823.15
709,France,Female,24,3,110949.41,1,1,1,168515.61
555,France,Female,27,8,102000.17,1,1,1,116757.0
658,France,Female,31,7,123974.96,1,1,0,102153.75
605,France,Male,35,6,0.0,2,1,1,45206.57
850,Spain,Male,71,10,69608.14,1,1,0,97893.4
669,Germany,Male,47,0,63723.78,2,1,1,181928.25
807,France,Male,35,3,174790.15,1,1,1,600.36
605,France,Male,39,6,111169.91,1,0,0,9641.4
762,France,Male,53,1,102520.37,1,1,1,170195.4
525,Germany,Female,47,1,118087.68,1,1,0,88120.78
625,Germany,Male,31,4,77743.01,2,1,0,75335.68
542,Spain,Male,37,8,0.0,1,1,1,807.06
845,Germany,Female,41,2,81733.74,2,0,0,199761.29
762,Spain,Male,39,2,81273.13,1,1,1,18719.67
445,Germany,Female,34,7,131082.17,2,1,1,70618.0
661,France,Female,34,0,0.0,2,1,0,185555.63
632,France,Male,60,2,0.0,2,0,1,2085.32
714,France,Female,40,0,0.0,2,1,0,62762.12
684,Germany,Female,63,3,81245.79,1,1,0,69643.31
593,France,Female,39,0,117704.73,1,1,0,197933.5
613,Spain,Male,35,4,123557.65,2,0,1,170903.4
717,France,Male,38,7,97459.06,1,0,0,189175.71
778,France,Female,33,9,151772.63,2,0,0,180249.94
751,Spain,Male,33,4,79281.61,1,1,0,117547.76
680,France,Male,44,3,0.0,2,1,0,86935.08
736,France,Female,63,10,0.0,2,0,1,502.7
497,Spain,Male,44,2,121250.04,1,0,1,79691.4
457,France,Female,38,7,164496.99,1,1,1,163327.27
704,Germany,Male,41,9,62078.21,2,1,0,129050.67
790,Spain,Male,46,2,131365.37,2,1,1,180290.68
668,France,Female,31,9,0.0,2,0,0,41291.73
786,France,Female,62,8,0.0,1,1,1,165702.64
553,Spain,Female,39,1,142876.98,2,1,0,44363.42
637,France,Female,48,7,130806.99,2,1,1,132005.85
778,France,Male,24,4,0.0,2,1,1,162809.2
769,France,Female,25,10,0.0,2,0,0,187925.75
772,Germany,Male,30,6,99785.28,2,0,0,197238.03
677,France,Male,58,9,0.0,1,0,1,168650.4
698,France,Male,47,5,156265.31,2,0,0,1055.66
637,Germany,Male,41,2,138014.4,2,1,0,140298.24
548,Germany,Female,33,0,101084.36,1,1,0,42749.85
564,France,Male,31,4,0.0,2,1,0,53520.03
757,France,Male,32,9,0.0,2,1,0,115950.96
806,France,Male,48,4,164701.68,1,1,1,21439.49
482,France,Male,38,4,124976.19,1,1,0,35848.12
641,Germany,Male,32,5,122947.92,1,1,1,99154.86
557,France,Male,34,3,83074.0,1,1,0,132673.22
572,France,Female,39,2,0.0,2,1,1,555.28
620,Germany,Female,25,8,141825.88,1,1,1,73857.94
766,Germany,Male,27,5,126285.73,1,1,0,177614.17
837,Spain,Male,31,9,104678.62,1,0,1,50972.6
701,France,Female,43,2,160416.56,1,0,1,37266.43
634,Spain,Female,41,4,0.0,2,1,1,164549.74
601,France,Male,29,9,0.0,1,1,1,80393.27
529,Germany,Male,72,5,94216.05,1,1,1,78695.68
757,Germany,Male,31,8,149085.9,2,1,1,197077.36
433,Spain,Male,34,9,152806.74,1,1,0,19687.99
782,France,Male,34,9,0.0,1,1,0,183021.06
625,France,Female,45,3,0.0,1,1,1,184474.15
708,Spain,Female,64,5,0.0,3,0,1,112520.07
761,France,Male,36,9,127637.92,1,1,1,81062.93
705,Germany,Female,33,5,116765.7,1,0,0,190659.17
762,France,Male,20,1,139432.55,1,1,1,85606.83
720,France,Female,45,1,102882.4,2,1,1,35633.15
578,Germany,Male,37,1,135650.88,1,1,0,199428.19
718,France,Male,38,7,0.0,2,1,0,38308.34
632,Germany,Female,41,3,81877.38,1,1,1,33642.21
784,Germany,Male,38,1,138515.02,1,1,1,171768.76
678,France,Male,66,8,0.0,2,1,1,47117.03
553,France,Male,37,2,0.0,2,1,0,33877.29
771,Germany,Male,32,9,77487.2,1,0,0,33143.04
431,Germany,Male,42,8,120822.86,2,1,0,126153.24
628,France,Female,38,3,0.0,2,1,1,48924.73
819,France,Female,39,9,133102.92,1,1,0,27046.46
433,France,Female,49,10,0.0,1,1,1,87711.61
609,Germany,Male,31,9,103837.75,1,1,1,150218.11
667,France,Male,42,7,0.0,1,0,1,108348.94
594,France,Male,37,2,0.0,2,0,1,95864.5
600,Germany,Female,29,6,74430.1,2,1,1,96051.1
645,Spain,Male,44,8,113755.78,2,1,0,149756.71
511,France,Male,33,7,0.0,2,0,1,158313.87
758,France,Female,33,7,0.0,1,1,0,188156.34
588,Spain,Male,59,4,0.0,2,1,1,27435.41
535,France,Male,33,2,133040.32,1,1,1,110299.78
515,Spain,Male,40,10,121355.99,1,1,0,138360.29
664,France,Male,32,10,107209.73,1,1,1,112340.2
676,Germany,Female,34,4,89437.03,1,1,1,189540.95
635,France,Female,78,6,47536.4,1,1,1,119400.08
538,France,Male,33,6,93791.38,1,1,1,199249.29
556,France,Male,34,8,163757.06,1,1,1,104000.06
513,France,Male,30,5,0.0,2,1,0,162523.66
606,Germany,Female,41,4,132670.53,1,1,0,156476.36
642,Germany,Male,18,5,111183.53,2,0,1,10063.75
521,Spain,Female,34,7,70731.07,1,1,1,20243.97
769,France,Male,29,8,0.0,2,1,1,172290.61
784,Spain,Male,23,2,0.0,1,1,1,6847.73
619,France,Female,30,7,70729.17,1,1,1,160948.87
850,France,Female,27,7,43658.33,2,1,1,3025.49
790,France,Female,26,4,141581.71,2,0,0,98309.27
717,Spain,Male,35,1,0.0,3,0,0,174770.14
646,Germany,Male,50,6,145295.31,2,1,1,27814.74
842,Germany,Female,35,9,119948.09,1,1,0,48217.97
687,France,Male,34,7,129895.19,1,0,1,28698.17
580,Germany,Male,38,9,115442.19,2,1,0,128481.5
605,France,Male,36,7,128829.25,1,1,0,190588.59
573,Germany,Male,31,0,134644.19,1,1,1,70381.49
791,France,Male,34,7,0.0,2,1,0,96734.46
660,France,Male,35,7,0.0,2,1,0,13218.6
842,France,Female,37,4,132446.08,2,1,0,87071.18
590,Spain,Male,22,7,125265.61,1,1,1,161253.08
654,France,Male,47,10,0.0,2,1,0,170481.98
581,Spain,Female,29,8,0.0,2,1,0,46735.19
805,Germany,Male,24,6,143221.35,2,1,0,186035.72
502,France,Male,33,7,0.0,2,0,1,4082.52
685,France,Female,33,6,0.0,2,0,1,186785.01
706,Germany,Female,48,10,104478.12,3,0,1,158248.71
468,Spain,Male,28,3,0.0,2,1,0,170661.02
457,France,Male,41,8,73700.12,3,1,1,185750.02
592,Germany,Female,70,5,71816.74,2,1,0,105096.82
675,France,Male,28,9,0.0,1,1,0,134110.93
492,Germany,Female,52,8,125396.24,1,1,0,10014.72
651,Spain,Male,47,2,0.0,2,1,1,119808.64
792,France,Male,31,6,71269.89,2,0,1,125912.77
734,Spain,Male,39,6,0.0,1,1,1,95135.27
727,Spain,Male,28,1,0.0,1,1,0,40357.39
608,Spain,Female,35,6,0.0,2,1,1,143463.28
834,France,Female,49,8,160602.25,2,1,0,129273.94
613,Germany,Male,38,9,126265.88,2,0,0,15859.95
446,France,Female,39,1,90217.07,1,1,0,191350.48
766,Germany,Female,34,6,106434.94,1,0,1,137995.66
602,France,Female,25,0,0.0,2,1,1,101274.17
661,France,Male,35,5,0.0,1,1,0,155394.52
595,France,Female,39,7,120962.13,1,0,0,23305.01
605,Germany,Female,56,1,74129.18,2,1,1,62199.78
805,Germany,Male,50,9,130023.38,1,1,0,62989.82
600,France,Female,27,3,0.0,2,0,1,125698.97
749,Germany,Female,29,7,137059.05,3,1,0,102975.72
526,France,Female,37,5,53573.18,1,1,0,62830.97
522,France,Male,41,5,144147.68,1,1,1,14789.9
521,France,Male,30,2,107316.09,1,1,0,64299.82
602,Germany,Female,53,5,98268.84,1,0,1,45038.29
680,Germany,Male,32,7,175454.0,1,0,1,77349.92
554,France,Male,31,1,0.0,2,0,1,192660.55
516,Spain,Female,31,7,0.0,1,1,0,47018.75
796,Germany,Male,39,5,86350.87,2,0,0,105080.53
666,France,Female,27,4,0.0,2,0,0,88751.45
793,Spain,Male,38,9,0.0,2,1,0,88225.02
797,France,Female,46,8,0.0,1,0,0,162668.33
677,France,Female,58,1,90022.85,1,0,1,2988.28
652,Germany,Female,37,9,145219.3,1,1,0,159132.83
842,France,Male,44,3,141252.18,4,0,1,128521.16
684,France,Female,48,3,73309.38,1,0,0,21228.34
670,France,Male,37,2,0.0,2,1,1,54229.74
602,Spain,Male,29,5,103907.28,1,1,0,161229.84
663,Germany,Male,32,3,108586.86,1,1,1,182355.21
599,Spain,Male,42,6,0.0,2,1,0,113868.4
684,Spain,Male,56,8,78707.16,1,1,1,99398.36
659,Germany,Male,39,8,52106.33,2,1,1,107964.36
850,France,Male,42,0,0.0,2,1,0,44165.84
550,France,Male,38,9,140278.99,3,1,1,171457.06
592,Spain,Male,35,6,80285.16,1,1,0,72678.75
521,France,Male,38,6,0.0,2,1,0,51454.06
719,France,Male,36,3,155423.17,1,1,1,199841.32
497,France,Male,32,8,0.0,2,1,0,67364.42
587,Germany,Female,37,6,104414.03,1,1,0,192026.02
675,Spain,Male,66,5,115654.47,2,1,1,131970.86
612,France,Female,33,0,64900.32,2,1,0,102426.12
628,France,Male,69,5,0.0,2,1,1,181964.6
700,France,Male,37,3,77608.46,2,1,1,175373.46
850,France,Male,20,7,0.0,2,1,0,31288.77
649,France,Female,45,5,92786.66,1,1,0,173365.9
733,Germany,Female,33,7,187257.94,1,0,1,190430.81
645,France,Female,24,3,34547.82,1,1,1,11638.17
807,Spain,Female,43,0,0.0,2,0,1,85523.24
705,Spain,Male,33,7,68423.89,1,1,1,64872.55
614,Spain,Female,37,9,0.0,2,1,1,62023.1
803,France,Male,28,3,0.0,2,1,0,159654.0
850,France,Male,31,8,0.0,2,1,0,178667.7
739,France,Male,34,9,0.0,1,1,0,60584.33
664,Germany,Male,36,6,71142.77,2,1,0,122433.09
717,France,Male,31,4,129722.57,1,0,0,41176.6
730,France,Male,23,8,0.0,2,1,0,183284.53
649,Spain,Female,47,8,110783.28,1,1,1,71420.16
461,France,Female,28,8,0.0,1,1,1,103349.74
590,France,Female,45,2,81828.22,1,1,0,52167.97
766,France,Female,27,7,158786.67,2,0,1,47579.25
583,Germany,Female,54,6,115988.86,1,1,0,57553.98
513,Germany,Male,34,7,60515.13,1,0,0,124571.09
684,Spain,Female,41,7,0.0,1,1,1,138394.37
760,Spain,Female,57,1,0.0,2,1,1,25101.17
645,France,Male,19,9,128514.84,1,0,0,175969.19
502,Germany,Female,40,7,117304.29,1,0,0,196278.32
519,France,Male,48,10,71083.98,1,1,0,137959.0
576,Spain,Male,26,8,0.0,2,0,1,34101.06
725,France,Male,43,2,165896.0,2,1,0,130795.52
738,Spain,Male,31,9,79019.8,1,1,1,18606.23
564,Spain,Male,48,5,132876.23,1,1,0,79259.77
794,Spain,Female,46,8,134593.79,1,1,1,46386.37
756,France,Female,32,4,0.0,2,1,0,147040.25
824,Spain,Female,38,3,0.0,2,1,0,192800.25
703,Spain,Male,58,4,92930.92,1,0,1,85148.78
669,France,Female,47,9,61196.54,1,1,0,58170.24
519,Spain,Female,57,2,119035.35,2,1,1,29871.79
494,France,Female,33,1,137853.0,1,0,1,90273.85
623,France,Male,48,5,118469.38,1,1,1,158590.25
611,Spain,Male,51,1,122874.74,1,1,1,149648.45
622,France,Female,39,9,83456.79,2,0,0,38882.34
631,Spain,Male,38,7,0.0,2,1,0,181605.85
524,France,Male,52,2,87894.26,1,1,0,173899.42
549,Spain,Male,25,6,193858.2,1,0,1,21600.11
738,Germany,Female,40,6,114940.67,2,1,1,194895.57
482,France,Female,35,5,147813.05,2,0,0,109029.72
567,France,Female,26,2,0.0,2,1,1,78651.55
797,France,Male,37,4,75263.7,1,1,0,85801.77
633,Germany,Male,42,3,126041.02,1,0,1,11796.89
521,Spain,Female,22,10,0.0,1,1,1,101311.95
656,Germany,Male,27,4,118627.16,2,1,1,160835.3
451,Spain,Female,23,9,0.0,2,0,1,48021.71
573,Germany,Female,47,4,152522.47,1,0,1,164038.07
817,France,Male,34,5,129278.43,1,0,0,165562.84
659,Germany,Male,34,9,134464.58,2,1,0,178833.34
693,France,Female,43,4,152341.55,1,1,0,9241.78
658,France,Male,29,3,145512.84,1,1,0,20207.02
835,Spain,Male,45,3,100212.13,1,1,0,152577.62
617,France,Female,35,2,104508.1,1,1,1,147636.46
756,France,Male,40,1,94773.11,1,1,0,114279.63
683,France,Male,25,4,0.0,2,1,0,152698.24
647,Germany,Male,35,3,192407.97,1,1,1,40145.28
746,Spain,Male,31,2,113836.27,1,1,1,174815.54
630,Spain,Male,35,1,0.0,2,0,0,186826.22
850,Germany,Female,36,0,136980.23,2,1,1,99019.65
695,Spain,Female,56,4,0.0,2,1,0,84644.76
850,Spain,Male,28,9,97408.03,1,1,1,175853.64
574,France,Female,34,7,152992.91,1,1,1,134691.2
672,France,Female,34,1,142151.75,2,1,1,168753.34
802,France,Female,39,7,120145.96,2,0,1,59497.01
834,Germany,Female,57,8,112281.6,3,1,0,140225.14
578,France,Male,34,4,175111.11,1,1,1,74858.3
443,Germany,Male,50,3,117206.3,1,1,0,42840.18
641,France,Female,42,7,125437.14,2,0,0,164128.58
689,Spain,Female,28,3,0.0,2,1,1,192449.02
692,Germany,Female,43,10,118588.83,1,1,1,161241.65
729,Spain,Female,28,0,0.0,2,1,1,31165.06
793,France,Female,63,9,116270.72,1,1,1,184243.25
823,Spain,Female,46,3,81576.75,1,1,1,28370.95
804,Germany,Female,33,10,138335.96,1,1,1,80483.76
730,France,Female,47,7,0.0,1,1,0,33373.26
466,Germany,Female,56,2,111920.13,3,1,0,197634.11
751,France,Female,37,9,183613.66,2,0,0,49734.94
670,France,Male,68,4,0.0,2,1,1,11426.7
617,Spain,Male,61,3,113858.95,1,1,1,38129.22
811,Germany,Male,52,10,76915.4,1,0,0,146359.81
732,Germany,Female,29,1,154333.82,1,1,1,138527.56
484,Spain,Female,35,7,133868.21,1,1,1,27286.1
498,Germany,Female,41,4,87541.06,2,1,1,12577.21
650,Spain,Female,50,7,129667.77,1,0,0,42028.16
534,France,Female,49,7,0.0,1,1,0,13566.48
694,Germany,Female,58,1,143212.22,1,0,0,102628.56
803,France,Male,31,9,157120.86,2,1,0,141300.53
612,France,Female,35,3,0.0,1,1,1,48108.72
628,Germany,Male,33,8,152143.89,1,1,1,32174.03
667,Germany,Female,42,10,64404.26,2,0,0,26022.37
662,Spain,Female,41,4,90350.77,1,1,0,75884.65
515,France,Female,37,0,196853.62,1,1,1,132770.11
735,France,Female,21,1,178718.19,2,1,0,22388.0
657,Spain,Male,34,5,154983.98,1,1,0,27738.01
675,Spain,Male,33,3,0.0,2,1,0,45348.08
693,Spain,Female,39,0,0.0,2,0,0,81901.6
528,France,Male,29,3,102787.42,1,1,0,55972.56
